"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Ownership Type","Certification Date"
"031605","REMITA HEALTH","6375 EAST TANQUE VERDE ROAD, SUITE 170","","TUCSON","AZ","85715","Pima","(520) 300-9337","9","For-Profit","06/12/2012"
"031606","FAMILY COMFORT HOSPICE","7975 NORTH HAYDEN ROAD, SUITE A200","","SCOTTSDALE","AZ","85258","Maricopa","(480) 745-3015","9","For-Profit","07/30/2012"
"031607","BEACON OF HOPE HOSPICE","500 NORTH LAKE HAVASU AVENUE, SUITE B104 & B106","","LAKE HAVASU","AZ","86403","Mohave","(928) 854-4200","9","For-Profit","09/17/2012"
"031608","COMPANION HOSPICE AND PALLIATIVE CARE OF MARICOPA","1930 SOUTH ALMA SCHOOL ROAD, SUITE A103","","MESA","AZ","85210","Maricopa","(714) 741-0273","9","For-Profit","09/04/2012"
"031609","QUALITY HOSPICE CARE, INC.","1122 EAST WASHINGTON STREET","","PHOENIX","AZ","85034","Maricopa","(602) 621-4995","9","Other","08/20/2012"
"031610","BEACON OF HOPE HOSPICE","3550 NORTH LANE, SUITES 102,104,106  &108","","BULLHEAD CITY","AZ","86442","Mohave","(928) 444-8122","9","For-Profit","09/14/2012"
"031611","LIVING WATERS HOSPICE, LLC","3711 WEST HIGHWAY 68","","GOLDEN VALLEY","AZ","86413","Mohave","(928) 565-9000","9","Other","11/28/2012"
"031613","AEGIS HOSPICE, INC.","2250 EAST GERMANN ROAD, SUITE 1","","CHANDLER","AZ","85286","Maricopa","(480) 219-4790","9","For-Profit","02/06/2013"
"031614","AGAPE HOSPICE & PALLIATIVE CARE","2980 NORTH SWAN ROAD, SUITE 222","","TUCSON","AZ","85712","Pima","(520) 207-5817","9","For-Profit","03/06/2013"
"031616","PILLARS HOSPICE CARE, LLC","10221 NORTH 32ND STREET, SUITE H","","PHOENIX","AZ","85028","Maricopa","(602) 788-1138","9","For-Profit","05/27/2013"
"031618","BROOKDALE HOSPICE","8222 SOUTH 48TH STREET, SUITE 105","","PHOENIX","AZ","85044","Maricopa","(480) 361-5645","9","For-Profit","11/26/2012"
"031619","TRADITIONS HEALTH","1840 EAST UNIVERSITY DRIVE, SUITE 3","","MESA","AZ","85203","Maricopa","(480) 268-2660","9","For-Profit","11/11/2013"
"031621","HORIZON HOSPICE","7500 DREAMY DRAW DRIVE, SUITE 225","","PHOENIX","AZ","85020","Maricopa","(602) 997-0722","9","For-Profit","10/11/2013"
"031622","ACCORD HOSPICE OF THE WHITE MOUNTAINS, LLC","5658 HIGHWAY 260, SUITE 9","","LAKESIDE","AZ","85929","Navajo","(928) 271-8013","9","For-Profit","11/16/2013"
"031623","HOSPICE AT HOME OF ARIZONA, LLC","1423 SOUTH HIGLEY ROAD, SUITE 121","","MESA","AZ","85206","Maricopa","(480) 478-0643","9","For-Profit","01/07/2014"
"031624","EMBLEM HEALTHCARE, INC.","7225 NORTH ORACLE ROAD, SUITE 202","","TUCSON","AZ","85704","Pima","(520) 297-1460","9","For-Profit","02/04/2014"
"031625","MAGGIE'S HOSPICE, INC.","306 NORTH VIRGINIA STREET","","PRESCOTT","AZ","86301","Yavapai","(928) 775-2290","9","For-Profit","03/11/2014"
"031626","OSHYN HOSPICE AND PALLIATIVE CARE","1870 WEST PRINCE ROAD, SUITE 37","","TUCSON","AZ","85705","Pima","(520) 795-3535","9","Other","02/28/2014"
"031627","ARIZONA BEST HOSPICE, LLC","250 WEST 24TH STREET, SUITE P","","YUMA","AZ","85364","Yuma","(928) 783-0705","9","For-Profit","06/04/2014"
"031628","UNITY HOSPICE","1635 NORTH GREENFIELD ROAD, SUITE 126","","MESA","AZ","85205","Maricopa","(480) 407-4597","9","For-Profit","07/15/2014"
"031629","VALLEY HOSPICE OF ARIZONA","1350 EAST MCKELLIPS, SUITE #5","","MESA","AZ","85203","Maricopa","(480) 878-4561","9","For-Profit","08/21/2014"
"031630","HOSPICE PROMISE, LLC","12213 WEST BELL ROAD, SUITE 115","","SURPRISE","AZ","85378","Maricopa","(623) 209-7003","9","For-Profit","09/29/2014"
"031631","WINGS OF HOPE HOSPICE AND PALLIATIVE CARE, INC.","11022 NORTH 28TH DRIVE, SUITE 205","","PHOENIX","AZ","85029","Maricopa","(602) 971-0304","9","For-Profit","11/24/2014"
"031632","AMHA HOSPICE, LLC","3530 SOUTH VAL VISTA DRIVE, SUITE 210","","GILBERT","AZ","85297","Maricopa","(480) 359-3998","9","For-Profit","11/20/2014"
"031633","HOSPICE OF PAYSON, LLC","900 NORTH BEELINE HIGHWAY, SUITE B","","PAYSON","AZ","85541","Gila","(928) 474-2415","9","For-Profit","12/15/2014"
"031634","BILLET HOSPICE INC- PEORIA","6718 WEST GREENWAY ROAD, SUITE 205","","PEORIA","AZ","85381","Maricopa","(833) 224-5538","9","Non-Profit","02/25/2015"
"031635","INTEGRITY HOSPICE CARE, LLC","6877 SOUTH KINGS RANCH ROAD, SUITE 1","","GOLD CANYON","AZ","85118","Pinal","(480) 426-0255","9","For-Profit","03/03/2015"
"031636","RIVER VALLEY HOSPICE","2649 HIGHWAY 95, UNIT H","","BULLHEAD CITY","AZ","86442","Mohave","(928) 683-4041","9","For-Profit","03/11/2015"
"031637","HOMESTEAD HOSPICE OF PHOENIX, LLC","5355 WEST CHANDLER BOULEVARD, SUITE 3","","CHANDLER","AZ","85226","Maricopa","(602) 283-7474","9","For-Profit","03/19/2015"
"031638","COMPLETE HOSPICE CARE OF PHOENIX, LLC","2728 NORTH 24TH STREET, SUITE 2","","PHOENIX","AZ","85009","Maricopa","(602) 900-1793","9","For-Profit","04/16/2015"
"031639","RIVER VALLEY HOSPICE","1317 SOUTH JOSHUA AVENUE, SUITE P","","PARKER","AZ","85344","La Paz","(928) 683-4041","9","For-Profit","08/27/2015"
"031640","CELEBRITY HOME HEALTH & HOSPICE","2510 SOUTH RURAL ROAD, SUITE 101","","TEMPE","AZ","85282","Maricopa","(480) 966-8888","9","For-Profit","05/04/2015"
"031641","DESERT HARMONY HOSPICE, LLC","9865 SOUTH PRIEST DRIVE, SUITE 101","","TEMPE","AZ","85284","Maricopa","(480) 306-7884","9","For-Profit","03/24/2015"
"031642","DESERT HARMONY HOSPICE OF TUCSON","1200 NORTH EL DORADO PLACE, SUITE B200","","TUCSON","AZ","85715","Pima","(520) 284-9334","9","For-Profit","03/24/2015"
"031643","SHANTI HOSPICE, LLC","501 WEST RAY ROAD, SUITE 6","","CHANDLER","AZ","85225","Maricopa","(480) 788-7284","9","Other","12/02/2015"
"031644","TRADITIONS HEALTH","105 NORTH PASADENA STREET","","GILBERT","AZ","85233","Maricopa","(480) 268-2695","9","For-Profit","11/25/2015"
"031645","ARIZONA CARE HOSPICE","12035 NORTH SAGUARO BOULEVARD, SUITE 101","","FOUNTAIN HILLS","AZ","85268","Maricopa","(480) 588-8200","9","For-Profit","01/10/2016"
"031646","SOLACE HOSPICE, LLC","16841 NORTH 31ST AVENUE, SUITE 161","","PHOENIX","AZ","85053","Maricopa","(602) 888-7037","9","For-Profit","02/18/2016"
"031647","VERACARE HOSPICE","1232 EAST BROADWAY ROAD, SUITE 210","","TEMPE","AZ","85282","Maricopa","(480) 750-4008","9","For-Profit","05/19/2016"
"031648","SOUTHLAND HOSPICE, LLC","4527 NORTH 16TH STREET, SUITE 201","","PHOENIX","AZ","85016","Maricopa","(602) 497-4100","9","Other","03/31/2016"
"031649","DIVINE HOSPICE AND PALLIATIVE CARE, LLC","16165 NORTH 83RD AVENUE, SUITE 237","","PEORIA","AZ","85382","Maricopa","(623) 888-3016","9","Other","05/20/2016"
"031650","BILLET HOSPICE INC- BULLHEAD CITY","1954 AZ-95, SUITE 2B","","BULLHEAD CITY","AZ","86442","Mohave","(844) 824-3577","9","For-Profit","09/06/2016"
"031651","COMFORT CARE HOSPICE, INC.","4530 EAST SHEA BOULEVARD, SUITE 160","","PHOENIX","AZ","85028","Maricopa","(480) 320-4733","9","For-Profit","09/22/2016"
"031652","NEW BEGINNING HOSPICE AND PALLIATIVE CARE, LLC","18001 NORTH 79TH AVENUE, SUITE A-6","","GLENDALE","AZ","85308","Maricopa","(623) 234-8918","9","Other","08/25/2016"
"031653","ARIZONA COMPASSIONATE HEARTS HOSPICE","301 EAST BETHANY HOME ROAD, SUITE C-275","","PHOENIX","AZ","85012","Maricopa","(844) 681-2273","9","For-Profit","08/04/2016"
"031654","SUNCREST HOSPICE PHOENIX, LLC","4650 EAST COTTON CENTER BOULEVARD, SUITE 250","","PHOENIX","AZ","85040","Maricopa","(602) 633-1828","9","For-Profit","10/17/2016"
"031655","HOSPICE OF HOPE, LLC","15294 WEST BROOKSIDE LANE, SUITE 105","","SURPRISE","AZ","85379","Maricopa","(623) 399-6910","9","For-Profit","06/16/2016"
"031656","ADVISACARE HOSPICE, LLC","1757 EAST BASELINE ROAD, SUITE 106","","GILBERT","AZ","85233","Maricopa","(480) 284-4600","9","Other","10/08/2016"
"031657","AQUARIUS HOSPICE","10000 NORTH 31ST AVENUE, SUITE D321","","PHOENIX","AZ","85051","Maricopa","(602) 466-3686","9","For-Profit","02/07/2017"
"031658","ASSISTED HOSPICE CARE","1420 EAST MISSOURI AVENUE, SUITE 103","","PHOENIX","AZ","85014","Maricopa","(480) 860-2345","9","For-Profit","12/16/2016"
"031659","TRADITIONS HEALTH","3931 EAST PARADISE FALLS DRIVE, SUITE 101","","TUCSON","AZ","85712","Pima","(520) 339-7339","9","For-Profit","04/27/2017"
"031660","MADRONA HOSPICE AZ, LLC","10752 NORTH 89TH PLACE, SUITE 104A","","SCOTTSDALE","AZ","85260","Maricopa","(833) 623-7662","9","For-Profit","05/02/2017"
"031661","HARMONY HOSPICE OF ARIZONA","1740 EAST BEVERLY AVENUE, SUITE B","","KINGMAN","AZ","86409","Mohave","(623) 322-8686","9","For-Profit","06/03/2017"
"031662","ZEPHYR HOSPICE","3014 NORTH HAYDEN ROAD, SUITE 109A","","SCOTTSDALE","AZ","85251","Maricopa","(623) 256-8098","9","For-Profit","03/01/2017"
"031664","ENTRUST HOSPICE, LLC","14354 NORTH FRANK LLOYD WRIGHT BOULEVARD, STE C-18","","SCOTTSDALE","AZ","85260","Maricopa","(480) 281-3883","9","For-Profit","07/27/2017"
"031665","AMERICAN PREMIER HOSPICE, LLC","4745 NORTH 7TH STREET, SUITE 255","","PHOENIX","AZ","85014","Maricopa","(602) 795-9480","9","For-Profit","08/09/2017"
"031666","LOVING CARE HOSPICE, INC.","1930 SOUTH ALMA SCHOOL ROAD, SUITE B213","","MESA","AZ","85210","Maricopa","(480) 831-3095","9","For-Profit","07/28/2017"
"031667","ETERNITY HOSPICE & PALLIATIVE CARE","14122 WEST MCDOWELL ROAD, SUITE 204","","GOODYEAR","AZ","85395","Maricopa","(602) 374-6878","9","Other","06/26/2017"
"031668","SPG HOSPICE, LLC","7975 NORTH HAYDEN ROAD, SUITE B200","","SCOTTSDALE","AZ","85258","Maricopa","(480) 268-2668","9","For-Profit","07/02/2017"
"031669","SOUTHWESTERN PALLIATIVE CARE AND HOSPICE","1950 WEST 3RD STREET","","YUMA","AZ","85364","Yuma","(928) 276-4477","9","Other","08/11/2017"
"031670","SANTE HOSPICE, LLC","8502 EAST PRINCESS DRIVE, SUITE 200","","SCOTTSDALE","AZ","85255","Maricopa","(480) 563-2402","9","Other","09/11/2017"
"031671","HOLY CROSS HOSPICE","6124 EAST BROWN ROAD, SUITE 101","","MESA","AZ","85205","Maricopa","(480) 718-5678","9","For-Profit","06/16/2017"
"031672","BRIDGES HEALTH SERVICES, INC","1301 EAST MCDOWELL ROAD, SUITE 201A","","PHOENIX","AZ","85006","Maricopa","(818) 268-8813","9","For-Profit","09/21/2017"
"031673","HOSPICE OF AMERICA, LLC","1837 SOUTH MESA DRIVE, SUITE C200","","MESA","AZ","85210","Maricopa","(480) 219-8259","9","For-Profit","10/11/2017"
"031674","ARIZONA FAMILY HOSPICE","15551 NORTH GREENWAY-HAYDEN LOOP, SUITE 155","","SCOTTSDALE","AZ","85260","Maricopa","(480) 991-8200","9","For-Profit","10/25/2017"
"031675","DIGNITY HEALTH HOSPICE","19820 NORTH 7TH STREET, SUITE 210","","PHOENIX","AZ","85024","Maricopa","(602) 402-6619","9","For-Profit","12/17/2017"
"031676","ACCORD HOSPICE OF SEDONA VALLEY, LLC","2155 WEST STATE ROUTE 89A, SUITE 24","","SEDONA","AZ","86336","Coconino","(928) 278-4134","9","For-Profit","10/12/2017"
"031677","PHOENICIAN HOSPICE","11000 NORTH SCOTTSDALE ROAD, #145","","SCOTTSDALE","AZ","85254","Maricopa","(480) 607-0606","9","For-Profit","12/14/2017"
"031678","ACARIA HOSPICE","1801 SOUTH JENTILLY LANE, SUITE A10","","TEMPE","AZ","85281","Maricopa","(480) 500-7394","9","For-Profit","02/01/2018"
"031679","OMEGALIFE HOSPICE OF ARIZONA, INC","10000 NORTH 31ST AVENUE, SUITE D401 - B","","PHOENIX","AZ","85051","Maricopa","(602) 606-8898","9","For-Profit","03/25/2018"
"031680","FAMILY CARE HOSPICE","2580 HIGHWAY 95, SUITE 201","","BULLHEAD CITY","AZ","86442","Mohave","(928) 299-5100","9","For-Profit","05/02/2018"
"031681","REFLECTIONS HOSPICE OF ARIZONA NORTH","1840 EAST UNIVERSITY DRIVE, SUITE 2B","","MESA","AZ","85203","Maricopa","(480) 268-2668","9","For-Profit","03/02/2018"
"031682","ADVANCED HOSPICE OF ARIZONA","16825 NORTH 63RD AVENUE","","GLENDALE","AZ","85306","Maricopa","(480) 214-2448","9","For-Profit","12/30/2017"
"031683","EVEREST HOSPICE","14950 WEST INDIAN SCHOOL ROAD, #180A","","GOODYEAR","AZ","85395","Maricopa","(623) 282-9255","9","Other","08/17/2018"
"031684","HOPE HOSPICE CARE, INC","10601 NORTH HAYDEN ROAD, SUITE I-103","","SCOTTSDALE","AZ","85260","Maricopa","(480) 542-0168","9","For-Profit","11/16/2018"
"031685","NEW LIFE HOSPICE LLC","1533 NORTH ALMA SCHOOL ROAD, SUITE #3","","MESA","AZ","85201","Maricopa","(623) 256-8098","9","For-Profit","11/30/2018"
"031686","SOLARIS HOSPICE ","1060 IRON SPRINGS ROAD","","PRESCOTT","AZ","86305","Yavapai","(940) 627-1011","9","For-Profit","12/20/2018"
"031687","SUNRISE HOSPICE, INC","4045 EAST UNION HILLS DRIVE, #104","","PHOENIX","AZ","85050","Maricopa","(480) 544-9334","9","For-Profit","01/21/2019"
"031688","ROYAL HOSPICE CARE LLC","14809 NORTH 73RD STREET, SUITE 202","","SCOTTSDALE","AZ","85260","Maricopa","(480) 626-8242","9","Other","02/08/2019"
"031689","MOUNTAIN VIEW HOSPICE, LLC","8263 WEST THUNDERBIRD ROAD, SUITE 120","","PEORIA","AZ","85381","Maricopa","(814) 218-1751","9","Other","03/04/2019"
"031690","ACACIA HOSPICE CARE, INC","107 EAST 24TH STREET","","YUMA","AZ","85364","Yuma","(928) 919-8342","9","For-Profit","04/17/2019"
"031691","ARK HOSPICE AND PALLIATIVE CARE","10000 NORTH 31ST AVENUE, SUITE D307A","","PHOENIX","AZ","85051","Maricopa","(602) 296-7721","9","For-Profit","04/23/2019"
"031692","DEPENDABLE HOSPICE AND PALLIATIVE CARE, LLC","1141 NORTH EL DORADO PLACE, SUITE 300","","TUCSON","AZ","85715","Pima","(520) 721-3822","9","For-Profit","05/08/2019"
"031693","LAVENDER HOSPICE","20815 NORTH 25TH PLACE, SUITE A106","","PHOENIX","AZ","85050","Maricopa","(602) 823-3663","9","Other","03/19/2019"
"031694","WHITE ROSE HOSPICE","4131 NORTH 24TH ST SUITE C208","","PHOENIX","AZ","85016","Maricopa","(602) 354-7887","9","For-Profit","07/02/2019"
"031695","ARIZONA HOSPICE SCOTTSDALE, LLC","1607 NORTH WILMOT ROAD, SUITE 102D","","TUCSON","AZ","85712","Pima","(734) 560-8953","9","For-Profit","07/11/2019"
"031696","DESERT VALLEY HOSPICE LLC","11225 NORTH 28TH DRIVE, SUITE D112","","PHOENIX","AZ","85029","Maricopa","(602) 999-0960","9","For-Profit","06/21/2019"
"031697","DOCTORS CHOICE HOSPICE LLC","600 EAST BASELINE ROAD, SUITE C7","","TEMPE","AZ","85283","Maricopa","(480) 240-0278","9","For-Profit","06/21/2019"
"041500","WASHINGTON REGIONAL HOSPICE","325 E LONGVIEW","","FAYETTEVILLE","AR","72703","Washington","(479) 463-7385","6","Non-Profit","01/22/1985"
"041501","HOSPICE OF THE OZARKS","701 BURNETT DRIVE","","MOUNTAIN HOME","AR","72653","Baxter","(870) 508-1771","6","Non-Profit","03/13/1985"
"041502","AREA AGENCY ON AGING OF WESTERN ARKANSAS INC","524 GARRISON AVENUE","","FORT SMITH","AR","72902","Sebastian","(479) 783-5550","6","Non-Profit","01/24/1986"
"041503","OUACHITA COUNTY MEDICAL CENTER HOSPICE","726 CALIFORNIA AVENUE SW","","CAMDEN","AR","71701","Ouachita","(870) 836-1301","6","Non-Profit","11/26/1986"
"041504","MERCY HOSPICE","3300  SOUTH 70TH","","FORT SMITH","AR","72903","Sebastian","(479) 314-1150","6","Non-Profit","02/27/1987"
"041507","PATIENT'S CHOICE HOSPICE","4200 N WASHINGTON ST, SUITE 2","","FORREST CITY","AR","72335","St. Francis","(870) 633-4613","6","For-Profit","07/21/1988"
"041509","AREA AGENCY ON AGING OF WESTERN ARKANSAS, INC.","257 AIRPORT ROAD, SUITE D","","OZARK","AR","72949","Franklin","(479) 667-4870","6","Non-Profit","11/23/1988"
"041510","KINDRED HOSPICE I","915 NORTH WASHINGTON STRET","","FORREST CITY","AR","72335","St. Francis","(870) 633-6812","6","For-Profit","02/23/1989"
"041511","HOSPICE OF CENTRAL ARKANSAS","835 CENTRAL AVENUE,SUITE 301","","HOT SPRINGS","AR","71901","Garland","(501) 623-2076","6","Other","05/24/1989"
"041512","ST BERNARDS REGIONAL MED CTR H","1726 MARIE CIRCLE","","JONESBORO","AR","72401","Craighead","(870) 972-4507","6","Non-Profit","06/16/1989"
"041515","AAA OF WESTERN ARK INC MENA","600 SEVENTH STREET","","MENA","AR","71953","Polk","(479) 394-5458","6","Non-Profit","10/26/1989"
"041518","ARKANSAS HOSPICE RUSSELLVILLE","2405 EAST PARKWAY, SUITE 3","","RUSSELLVILLE","AR","72802","Pope","(479) 498-2050","6","Non-Profit","05/02/1991"
"041519","HOSPICE HOME CARE OF PINE BLUFF PLLC","3135 WEST 28TH STREET","","PINE BLUFF","AR","71603","Jefferson","(870) 540-0727","6","For-Profit","05/09/1991"
"041520","BAPTIST HEALTH HOSPICE LITTLE ROCK","11900 COLONEL GLENN RD, SUITE 2300","","LITTLE ROCK","AR","72210","Pulaski","(501) 202-7474","6","Non-Profit","09/24/1991"
"041521","ARKANSAS HOME HOSPICE PROVIDERS","3024 RED WOLF BOULEVARD","","JONESBORO","AR","72401","Craighead","(870) 418-0736","6","For-Profit","10/01/1991"
"041522","LIFE TOUCH HOSPICE","2301 CHAMPAGNOLLE ROAD","","EL DORADO","AR","71730","Union","(870) 862-0337","6","Non-Profit","11/12/1991"
"041523","HOSPICE HOME CARE OF MONTICELLO","990 HWY 425 NORTH","","MONTICELLO","AR","71655","Drew","(870) 367-9008","6","For-Profit","02/05/1992"
"041524","HOSPICE HOME CARE, INC","2200 SOUTH BOWMAN ROAD","","LITTLE ROCK","AR","72211","Pulaski","(501) 296-9043","6","For-Profit","02/28/1992"
"041525","ENCOMPASS HEALTH HOSPICE","3809 EAST 9TH STREET, SUITE 10","","TEXARKANA","AR","71854","Miller","(870) 773-2621","6","For-Profit","10/20/1992"
"041528","KINDRED HOSPICE I","3801 WEST MAIN STREET, SUITE A","","RUSSELLVILLE","AR","72801","Pope","(479) 890-2730","6","For-Profit","12/23/1992"
"041529","CIRCLE OF LIFE HOSPICE","901 JONES ROAD","","SPRINGDALE","AR","72762","Washington","(479) 750-6632","6","Non-Profit","12/29/1992"
"041531","KINDRED HOSPICE I","235 GARDEN OAKS DRIVE, SW, SUITE 235","","CAMDEN","AR","71701","Ouachita","(870) 498-4357","6","For-Profit","02/25/1993"
"041532","KINDRED HOSPICE I","210 NORTH STATE LINE AVENUE, SUITE 502","","TEXARKANA","AR","71854","Miller","(870) 330-7798","6","For-Profit","03/10/1993"
"041534","HOSPICE OF THE HILLS","501 E SHERMAN","","HARRISON","AR","72601","Boone","(870) 743-6860","6","Non-Profit","06/09/1993"
"041535","HOSPICE OF HOPE","501 E 6TH STREET","","TEXARKANA","AR","71854","Miller","(870) 216-0046","6","Non-Profit","07/29/1993"
"041537","KINDRED HOSPICE I","2212 MALVERN AVENUE,","","HOT SPRINGS","AR","71901","Garland","(501) 781-4033","6","For-Profit","09/10/1993"
"041538","HOSPICE OF NORTH ARKANSAS","3277 WEST SUNSET AVENUE, SUITE D","","SPRINGDALE","AR","72762","Washington","(479) 751-3019","6","Other","02/21/1994"
"041539","KINDRED HOSPICE I","1141 EAST MAIN STREET, SUITE 208","","BATESVILLE","AR","72501","Independence","(870) 376-5571","6","For-Profit","09/15/1993"
"041547","HEART OF HOSPICE, LLC","2910 JENNY LIND # 4","","FORT SMITH","AR","72901","Sebastian","(479) 494-0100","6","For-Profit","04/25/1995"
"041550","HOME HEALTH AND HOSPICE SERVICE OF SALINE MEM HOSP","23157 INTERSTATE 30","","BRYANT","AR","72022","Saline","(501) 315-0136","6","For-Profit","09/01/1995"
"041551","HOME HEALTH PROFESSIONAL & HOSPICE","2222 SPENCE CIRCLE","","JONESBORO","AR","72401","Craighead","(870) 762-1825","6","For-Profit","08/31/1995"
"041552","HOSPICE OF NORTH ARKANSAS","330 HIGHWAY 5 NORTH, SUITE 20","","MOUNTAIN HOME","AR","72653","Baxter","(870) 424-4000","6","For-Profit","04/19/1996"
"041554","BAPTIST HEALTH HOME HEALTH - ARKADELPHIA","3050 TWIN RIVERS DRIVE","","ARKADELPHIA","AR","71923","Clark","(870) 245-1040","6","Other","07/03/1996"
"041559","OUACHITA REGIONAL HOSPICE","602 DEQUEEN STREET","","MENA","AR","71953","Polk","(479) 394-1134","6","For-Profit","09/26/1996"
"041560","HOSPICE CARE SERVICES","3801 CAMDEN ROAD, CHAPEL VILLAGE, SUITE 12","","PINE BLUFF","AR","71603","Jefferson","(501) 534-4847","6","For-Profit","09/27/1996"
"041561","KINDRED HOSPICE II","10800 FINANCIAL CENTRE PARKWAY, SUITE 380","","LITTLE ROCK","AR","72211","Pulaski","(501) 223-8868","6","For-Profit","11/27/1996"
"041564","ARKANSAS HOSPICE INC","14 PARKSTONE CIRCLE","","NORTH LITTLE ROCK","AR","72116","Pulaski","(501) 748-3333","6","Non-Profit","11/10/1998"
"041568","LEGACY HOSPICE, INC","925 WEST KEISER","","OSCEOLA","AR","72370","Mississippi","(870) 563-9995","6","For-Profit","06/22/2004"
"041571","LEGACY HOSPICE OF NORTH ARKANSAS","106 WEST LOCUST","","SALEM","AR","72576","Fulton","(877) 652-6167","6","For-Profit","01/04/2005"
"041572","DIERKSEN MEMORIAL HOSPICE","4313 PARKWAY DRIVE, SUITE 20","","TEXARKANA","AR","71854","Miller","(903) 793-6464","6","For-Profit","05/03/2005"
"041573","ENCOMPASS HEALTH HOSPICE","128 NORTH WASHINGTON","","MAGNOLIA","AR","71753","Columbia","(870) 901-0500","6","For-Profit","04/20/2005"
"041574","CARING HANDS HOSPICE, INC","2000 HARRISON STREET - SUITE E","","BATESVILLE","AR","72501","Independence","(870) 698-0505","6","For-Profit","05/05/2005"
"041575","LESTER DIERKSEN MEMORIAL HOSPICE, LLC","3648 NORTH HWY 7, SUITE E","","HOT SPRINGS VILLAGE","AR","71909","Garland","(501) 318-1500","6","For-Profit","09/13/2007"
"041577","UNITY HOSPICE CARE OF ARKANSAS, LLC","1231 HWY 77, SUITE 2","","MARION","AR","72364","Crittenden","(870) 735-2824","6","For-Profit","06/27/2008"
"041578","ARKANSAS HOSPICE INC","2233 HARRISON","","BATESVILLE","AR","72501","Independence","(501) 748-3333","6","Non-Profit","06/27/2008"
"041580","HOSPICE OF CENTRAL ARKANSAS","403 SOUTH POPLAR STREET, SUITE F","","SEARCY","AR","72143","White","(501) 279-2048","6","For-Profit","10/18/2012"
"051501","HOSPICE OF THE CENTRAL COAST","2 UPPER RAGSDALE DRIVE, SUITE D120","","MONTEREY","CA","93940","Monterey","(831) 658-3737","9","Non-Profit","11/01/1983"
"051503","SUTTER VISITING NURSE ASSOCIATION AND HOSPICE","2800 LEAVENWORTH STREET, SUITE 350B","","SAN FRANCISCO","CA","94133","San Francisco","(415) 749-4201","9","Non-Profit","11/01/1984"
