Year,National,State,State FIPS Code,Beneficiaries with Part A and Part B,FFS Beneficiaries,MA Beneficiaries,MA Participation Rate,Average Age,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Percent Eligible for Medicaid,Total Standardized Costs,Standardized Per Capita Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries,% of Beneficiaries with an ED Visit,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Other Services Standardized Costs
2017,,KY (Kentucky),21,667127.00,446567.00,220560.00,33.06 %,75.00,55.95 %,44.05 %,93.48 %,4.23 %,0.48 %,1.81 %,16.05 %,4414439880.96,9885.28,29.36 %,2902.34,15335.07,18.93 %,301.00,1540.00,22661.00,17.97 %,305138.00,683.00,33.27 %,16.65 %,1646.37,2286.99,321477.00,71.99 %,4480.00,0.85 %,84.22,1054.58,35664.00,7.99 %,132.00,446874706.26,10.12 %,1000.69,16558.89,26987.00,6.04 %,84.00,2155.00,118153649.33,2.68 %,264.58,21747.40,5433.00,1.22 %,14.00,47989980.09,1.09 %,107.46,42619.88,1126.00,0.25 %,262614178.10,5.95 %,588.07,5656.98,46423.00,10.40 %,197.00,117599342.35,2.66 %,263.34,9314.06,12626.00,2.83 %,29.00,1413.00,404564751.08,9.16 %,905.94,996.78,405873.00,90.89 %,13387.00,249994060.22,5.66 %,559.81,836.12,298993.00,66.95 %,4594.00,116219951.17,2.63 %,260.25,314.02,370102.00,82.88 %,9470.00,78367039.84,1.78 %,175.49,245.12,319706.00,71.59 %,4132.00,90373748.43,2.05 %,202.37,620.23,145710.00,32.63 %,2170.00,54480471.79,1.23 %,122.00,21043.06,2589.00,0.58 %,691.00,37096874.84,0.84 %,83.07,504.58,73521.00,16.46 %,807.00,76117463.27,1.72 %,170.45,1270.22,59925.00,13.42 %,463.00,152503659.44,3.45 %,341.50,575.65,264926.00,59.33 %,92576626.22
2016,,KY (Kentucky),21,650689.00,445171.00,205518.00,31.58 %,75.00,56.16 %,43.84 %,93.62 %,4.24 %,0.47 %,1.67 %,16.48 %,4291439735.04,9639.98,30.06 %,2897.62,15190.92,19.07 %,304.00,1585.00,22782.00,18.02 %,301613.00,678.00,33.08 %,15.40 %,1484.08,2094.70,315400.00,70.85 %,4283.00,0.80 %,77.47,1007.41,34235.00,7.69 %,126.00,453799998.14,10.57 %,1019.38,16234.39,27953.00,6.28 %,88.00,2264.00,110059195.60,2.56 %,247.23,21251.05,5179.00,1.16 %,13.00,47328065.61,1.10 %,106.31,42370.69,1117.00,0.25 %,262522148.34,6.12 %,589.71,5699.69,46059.00,10.35 %,200.00,111944004.01,2.61 %,251.46,9133.07,12257.00,2.75 %,28.00,1374.00,399301750.99,9.30 %,896.96,987.07,404531.00,90.87 %,13213.00,245418793.37,5.72 %,551.29,841.18,291754.00,65.54 %,4354.00,108174086.23,2.52 %,242.99,294.19,367702.00,82.60 %,9583.00,75918272.47,1.77 %,170.54,240.86,315200.00,70.80 %,4216.00,99818664.77,2.33 %,224.23,683.47,146046.00,32.81 %,2234.00,52524036.01,1.22 %,117.99,20859.43,2518.00,0.57 %,675.00,31747290.52,0.74 %,71.31,474.71,66877.00,15.02 %,709.00,76370080.21,1.78 %,171.55,1269.43,60161.00,13.51 %,477.00,143082048.41,3.33 %,321.41,552.10,259161.00,58.22 %,88336608.98
2015,,KY (Kentucky),21,634019.00,441688.00,192331.00,30.34 %,75.00,56.39 %,43.61 %,93.74 %,4.31 %,0.45 %,1.50 %,17.08 %,4228316785.36,9573.09,29.97 %,2869.44,14694.47,19.53 %,313.00,1653.00,23356.00,18.07 %,299274.00,678.00,33.16 %,14.69 %,1406.40,2010.92,308908.00,69.94 %,4111.00,0.73 %,69.94,945.23,32684.00,7.40 %,119.00,459296361.00,10.86 %,1039.87,16007.26,28693.00,6.50 %,91.00,2371.00,109131373.68,2.58 %,247.08,20653.17,5284.00,1.20 %,13.00,53791615.54,1.27 %,121.79,46093.93,1167.00,0.26 %,260111235.42,6.15 %,588.90,5613.35,46338.00,10.49 %,202.00,103821722.73,2.46 %,235.06,8998.24,11538.00,2.61 %,27.00,1325.00,404212646.27,9.56 %,915.15,1008.50,400805.00,90.74 %,13099.00,236506078.08,5.59 %,535.46,846.32,279451.00,63.27 %,4027.00,112494337.83,2.66 %,254.69,310.01,362876.00,82.16 %,9813.00,75616623.80,1.79 %,171.20,241.32,313345.00,70.94 %,4288.00,114362574.47,2.70 %,258.92,784.49,145779.00,33.00 %,2259.00,52329974.04,1.24 %,118.48,21561.59,2427.00,0.55 %,661.00,30041775.61,0.71 %,68.02,478.30,62809.00,14.22 %,676.00,81668267.19,1.93 %,184.90,1348.34,60569.00,13.71 %,493.00,131294913.48,3.11 %,297.26,509.65,257619.00,58.33 %,84156523.99
2018,,LA (Louisiana),22,656883.00,394406.00,262477.00,39.96 %,75.00,56.83 %,43.17 %,74.76 %,20.71 %,1.94 %,2.60 %,19.37 %,4576619307.39,11603.83,24.66 %,2861.69,15976.41,17.91 %,285.00,1509.00,17799.00,17.41 %,267775.00,679.00,32.67 %,16.94 %,1965.13,2712.59,285726.00,72.44 %,5156.00,1.11 %,129.30,1067.57,47769.00,12.11 %,204.00,402349431.76,8.79 %,1020.14,22207.17,18118.00,4.59 %,65.00,2116.00,158583424.95,3.47 %,402.08,21786.43,7279.00,1.85 %,20.00,168361754.50,3.68 %,426.87,33352.17,5048.00,1.28 %,353020395.13,7.71 %,895.07,7065.64,49963.00,12.67 %,320.00,215541962.14,4.71 %,546.50,14285.65,15088.00,3.83 %,40.00,3300.00,392202852.17,8.57 %,994.41,1084.46,361658.00,91.70 %,14031.00,272997915.59,5.97 %,692.17,1007.37,271001.00,68.71 %,5665.00,98733635.53,2.16 %,250.34,311.83,316628.00,80.28 %,8247.00,106190242.31,2.32 %,269.24,361.03,294128.00,74.57 %,4442.00,78948422.26,1.73 %,200.17,706.65,111722.00,28.33 %,1672.00,88997430.79,1.94 %,225.65,24170.95,3682.00,0.93 %,1166.00,23590030.76,0.52 %,59.81,576.03,40953.00,10.38 %,456.00,51312724.05,1.12 %,130.10,1139.88,45016.00,11.41 %,340.00,125958901.00,2.75 %,319.36,551.23,228506.00,57.94 %,85105052.41
2017,,LA (Louisiana),22,638336.00,396919.00,241417.00,37.82 %,75.00,56.92 %,43.08 %,74.52 %,21.09 %,1.93 %,2.46 %,19.87 %,4460708618.75,11238.33,25.28 %,2841.14,15436.33,18.41 %,292.00,1536.00,17891.00,17.04 %,275019.00,693.00,33.19 %,15.89 %,1785.69,2467.70,287221.00,72.36 %,5002.00,1.06 %,119.61,1016.93,46687.00,11.76 %,198.00,390610442.92,8.76 %,984.11,21386.91,18264.00,4.60 %,66.00,2102.00,154546232.26,3.46 %,389.36,22065.42,7004.00,1.76 %,20.00,191987543.05,4.30 %,483.69,32964.89,5824.00,1.47 %,377713078.35,8.47 %,951.61,7299.93,51742.00,13.04 %,344.00,209197910.95,4.69 %,527.05,13880.82,15071.00,3.80 %,40.00,3218.00,387436777.44,8.69 %,976.11,1063.57,364279.00,91.78 %,13969.00,261300521.63,5.86 %,658.32,965.66,270593.00,68.17 %,5393.00,88648440.66,1.99 %,223.34,278.30,318534.00,80.25 %,8253.00,99695900.86,2.23 %,251.17,337.54,295356.00,74.41 %,4412.00,69618447.05,1.56 %,175.40,632.88,110002.00,27.71 %,1615.00,81143759.42,1.82 %,204.43,22079.93,3675.00,0.93 %,1134.00,21614871.34,0.48 %,54.46,556.94,38810.00,9.78 %,433.00,51841761.44,1.16 %,130.61,1133.13,45751.00,11.53 %,351.00,113091336.07,2.54 %,284.92,495.55,228215.00,57.50 %,78307097.10
2016,,LA (Louisiana),22,619859.00,397409.00,222450.00,35.89 %,75.00,57.18 %,42.82 %,74.60 %,21.17 %,1.93 %,2.30 %,20.16 %,4439483619.27,11171.07,25.45 %,2842.77,15379.88,18.48 %,295.00,1578.00,18315.00,17.29 %,271663.00,684.00,32.84 %,14.88 %,1662.16,2322.62,284402.00,71.56 %,4936.00,1.00 %,112.12,971.01,45888.00,11.55 %,194.00,383117907.51,8.63 %,964.04,20576.72,18619.00,4.69 %,67.00,2154.00,148656518.51,3.35 %,374.06,21191.24,7015.00,1.77 %,20.00,220388125.87,4.96 %,554.56,36301.78,6071.00,1.53 %,402127670.12,9.06 %,1011.87,7483.67,53734.00,13.52 %,371.00,207735870.81,4.68 %,522.73,14002.15,14836.00,3.73 %,39.00,3213.00,384172662.25,8.65 %,966.69,1053.84,364547.00,91.73 %,13891.00,256206703.11,5.77 %,644.69,959.76,266950.00,67.17 %,5123.00,86124603.28,1.94 %,216.72,270.80,318035.00,80.03 %,8259.00,96690070.29,2.18 %,243.30,329.43,293509.00,73.86 %,4556.00,76543027.10,1.72 %,192.61,678.40,112829.00,28.39 %,1709.00,78455629.99,1.77 %,197.42,22320.24,3515.00,0.88 %,1091.00,20463454.18,0.46 %,51.49,532.56,38425.00,9.67 %,426.00,51422967.30,1.16 %,129.40,1130.39,45492.00,11.45 %,350.00,118210284.67,2.66 %,297.45,528.86,223518.00,56.24 %,74309675.37
2015,,LA (Louisiana),22,600845.00,391286.00,209559.00,34.88 %,75.00,57.44 %,42.56 %,74.68 %,21.30 %,1.90 %,2.12 %,20.69 %,4336239346.22,11082.02,24.86 %,2754.99,14781.77,18.64 %,298.00,1627.00,18057.00,17.12 %,267364.00,683.00,32.86 %,14.43 %,1599.20,2253.89,277628.00,70.95 %,4810.00,0.91 %,100.53,890.06,44196.00,11.30 %,190.00,378056545.26,8.72 %,966.19,19644.40,19245.00,4.92 %,71.00,2239.00,140642790.58,3.24 %,359.44,20792.84,6764.00,1.73 %,19.00,236899265.13,5.46 %,605.44,40929.38,5788.00,1.48 %,413431496.47,9.53 %,1056.60,7576.17,54570.00,13.95 %,387.00,196491894.01,4.53 %,502.17,13626.34,14420.00,3.69 %,39.00,3055.00,380214320.94,8.77 %,971.70,1060.39,358560.00,91.64 %,13783.00,245364387.56,5.66 %,627.07,960.06,255573.00,65.32 %,4800.00,88234708.90,2.03 %,225.50,281.25,313723.00,80.18 %,8551.00,92302614.16,2.13 %,235.90,319.33,289053.00,73.87 %,4618.00,87140620.16,2.01 %,222.70,780.97,111580.00,28.52 %,1731.00,76647090.26,1.77 %,195.89,22287.61,3439.00,0.88 %,1056.00,20101768.87,0.46 %,51.37,529.40,37971.00,9.70 %,432.00,54725154.21,1.26 %,139.86,1180.51,46357.00,11.85 %,377.00,112067522.43,2.58 %,286.41,518.08,216312.00,55.28 %,70848987.41
2018,,ME (Maine),23,260026.00,160337.00,99689.00,38.34 %,76.00,56.14 %,43.86 %,96.08 %,0.29 %,0.44 %,3.20 %,22.10 %,1412182132.25,8807.59,25.23 %,2222.31,14413.01,15.42 %,227.00,1118.00,5157.00,15.31 %,108815.00,679.00,33.29 %,26.24 %,2310.71,2828.46,130986.00,81.69 %,8941.00,0.64 %,56.02,939.12,9564.00,5.96 %,91.00,114924025.44,8.14 %,716.77,14527.12,7911.00,4.93 %,65.00,1362.00,33692469.36,2.39 %,210.14,22506.66,1497.00,0.93 %,10.00,974632.87,0.07 %,6.08,42375.34,23.00,0.01 %,74186596.49,5.25 %,462.69,4717.15,15727.00,9.81 %,153.00,66042703.35,4.68 %,411.90,11437.95,5774.00,3.60 %,37.00,2362.00,106437439.56,7.54 %,663.84,781.30,136230.00,84.97 %,9833.00,75635269.60,5.36 %,471.73,808.41,93560.00,58.35 %,4140.00,22045649.54,1.56 %,137.50,202.60,108810.00,67.86 %,5298.00,18777395.12,1.33 %,117.11,178.20,105370.00,65.72 %,2919.00,21135405.99,1.50 %,131.82,554.66,38105.00,23.77 %,1352.00,14131525.47,1.00 %,88.14,23750.46,595.00,0.37 %,481.00,30750502.15,2.18 %,191.79,820.36,37484.00,23.38 %,1261.00,20374177.60,1.44 %,127.07,1012.33,20126.00,12.55 %,332.00,58596805.45,4.15 %,365.46,956.35,61271.00,38.21 %,18685771.35
2017,,ME (Maine),23,251825.00,164253.00,87572.00,34.77 %,76.00,56.48 %,43.52 %,96.32 %,0.27 %,0.43 %,2.98 %,23.44 %,1410430845.49,8586.94,26.54 %,2278.76,14239.79,16.00 %,238.00,1154.00,5699.00,15.71 %,113860.00,693.00,33.71 %,24.77 %,2126.83,2592.15,134767.00,82.05 %,9041.00,0.64 %,55.28,946.44,9594.00,5.84 %,94.00,124432422.29,8.82 %,757.57,14106.39,8821.00,5.37 %,71.00,1471.00,32485718.83,2.30 %,197.78,21108.33,1539.00,0.94 %,10.00,1158786.60,0.08 %,7.05,36212.08,32.00,0.02 %,75015462.97,5.32 %,456.71,4626.02,16216.00,9.87 %,150.00,61950160.06,4.39 %,377.16,10845.62,5712.00,3.48 %,36.00,2175.00,108042398.86,7.66 %,657.78,771.11,140111.00,85.30 %,9879.00,76655040.91,5.43 %,466.69,799.28,95905.00,58.39 %,4099.00,21146628.44,1.50 %,128.74,189.42,111639.00,67.97 %,5353.00,18609827.19,1.32 %,113.30,171.65,108417.00,66.01 %,2948.00,19723074.67,1.40 %,120.08,493.85,39937.00,24.31 %,1430.00,13589387.04,0.96 %,82.73,22762.79,597.00,0.36 %,468.00,30273235.13,2.15 %,184.31,814.39,37173.00,22.63 %,1256.00,21704818.42,1.54 %,132.14,1017.27,21336.00,12.99 %,350.00,55369941.68,3.93 %,337.10,900.85,61464.00,37.42 %,17562659.57
2016,,ME (Maine),23,243886.00,167485.00,76401.00,31.33 %,76.00,56.63 %,43.37 %,96.61 %,0.27 %,0.40 %,2.72 %,24.14 %,1408121366.11,8407.45,26.50 %,2227.64,13889.34,16.04 %,238.00,1162.00,5714.00,15.50 %,114499.00,684.00,33.29 %,24.04 %,2021.48,2460.46,137602.00,82.16 %,9031.00,0.59 %,49.85,899.45,9283.00,5.54 %,85.00,131501295.42,9.34 %,785.15,14135.36,9303.00,5.55 %,74.00,1559.00,33080572.32,2.35 %,197.51,21260.01,1556.00,0.93 %,10.00,1229021.83,0.09 %,7.34,38406.93,32.00,0.02 %,74465846.03,5.29 %,444.61,4577.16,16269.00,9.71 %,152.00,59312007.91,4.21 %,354.13,10635.11,5577.00,3.33 %,34.00,2054.00,110536460.05,7.85 %,659.98,756.17,146180.00,87.28 %,12046.00,78042313.37,5.54 %,465.97,796.47,97985.00,58.50 %,3977.00,21469616.47,1.52 %,128.19,187.51,114497.00,68.36 %,5454.00,18962833.15,1.35 %,113.22,171.55,110536.00,66.00 %,3120.00,24586548.85,1.75 %,146.80,579.28,42443.00,25.34 %,1531.00,13504579.12,0.96 %,80.63,22545.21,599.00,0.36 %,463.00,29935128.61,2.13 %,178.73,813.26,36809.00,21.98 %,1238.00,22208053.70,1.58 %,132.60,1153.28,19257.00,11.50 %,364.00,49297479.81,3.50 %,294.34,801.08,61539.00,36.74 %,19977326.90
2015,,ME (Maine),23,236935.00,168831.00,68104.00,28.74 %,76.00,56.81 %,43.19 %,96.97 %,0.26 %,0.38 %,2.40 %,25.42 %,1397030947.60,8274.73,26.53 %,2195.16,13261.18,16.55 %,247.00,1219.00,6145.00,15.97 %,116495.00,690.00,33.68 %,22.95 %,1899.18,2317.43,138359.00,81.95 %,8826.00,0.61 %,50.25,910.88,9313.00,5.52 %,93.00,140278145.73,10.04 %,830.88,13910.96,10084.00,5.97 %,79.00,1694.00,32072194.97,2.30 %,189.97,20519.64,1563.00,0.93 %,10.00,1190738.57,0.09 %,7.05,34021.10,35.00,0.02 %,73500683.00,5.26 %,435.35,4418.70,16634.00,9.85 %,151.00,53178882.39,3.81 %,314.98,9543.95,5572.00,3.30 %,34.00,1873.00,114230206.01,8.18 %,676.59,773.95,147594.00,87.42 %,12038.00,77110086.51,5.52 %,456.73,800.38,96342.00,57.06 %,3756.00,21345967.71,1.53 %,126.43,184.72,115559.00,68.45 %,5441.00,19043489.59,1.36 %,112.80,168.36,113108.00,67.00 %,3219.00,30178591.48,2.16 %,178.75,693.84,43495.00,25.76 %,1586.00,13114581.09,0.94 %,77.68,22847.70,574.00,0.34 %,428.00,28084037.60,2.01 %,166.34,765.98,36664.00,21.72 %,1231.00,24863835.13,1.78 %,147.27,1228.15,20245.00,11.99 %,391.00,49517522.91,3.54 %,293.30,778.58,63600.00,37.67 %,19588825.75
2018,,MD (Maryland),24,783166.00,666361.00,116805.00,14.91 %,75.00,58.08 %,41.92 %,69.22 %,21.29 %,2.52 %,6.97 %,11.90 %,6458007436.90,9691.45,25.55 %,2476.51,16135.72,15.35 %,239.00,1358.00,27620.00,18.34 %,379461.00,569.00,29.38 %,16.91 %,1638.50,3521.33,310063.00,46.53 %,2467.00,1.72 %,166.37,982.36,112851.00,16.94 %,300.00,551300443.47,8.54 %,827.33,15994.09,34469.00,5.17 %,70.00,1786.00,55896064.21,0.87 %,83.88,22421.21,2493.00,0.37 %,4.00,14644835.48,0.23 %,21.98,45061.03,325.00,0.05 %,283573971.83,4.39 %,425.56,4773.09,59411.00,8.92 %,133.00,220983622.74,3.42 %,331.63,11558.93,19118.00,2.87 %,30.00,1901.00,722792282.55,11.19 %,1084.69,1177.53,613819.00,92.12 %,14534.00,500179779.50,7.75 %,750.61,1092.95,457640.00,68.68 %,6273.00,217932639.09,3.37 %,327.05,385.08,565941.00,84.93 %,10660.00,212745337.09,3.29 %,319.26,441.31,482077.00,72.34 %,4031.00,100643357.62,1.56 %,151.03,579.61,173639.00,26.06 %,1310.00,122758892.43,1.90 %,184.22,23671.21,5186.00,0.78 %,958.00,8857841.33,0.14 %,13.29,496.35,17846.00,2.68 %,95.00,74944854.49,1.16 %,112.47,917.40,81693.00,12.26 %,318.00,400921435.52,6.21 %,601.66,959.16,417994.00,62.73 %,116888928.64
2017,,MD (Maryland),24,761765.00,656019.00,105746.00,13.88 %,76.00,58.09 %,41.91 %,69.81 %,21.13 %,2.43 %,6.64 %,11.88 %,6179545914.28,9419.77,26.65 %,2510.10,15711.61,15.98 %,248.00,1384.00,27781.00,18.15 %,374009.00,570.00,29.49 %,16.46 %,1550.15,3282.60,309793.00,47.22 %,2526.00,1.64 %,154.93,927.43,109591.00,16.71 %,297.00,556295350.43,9.00 %,847.99,15710.12,35410.00,5.40 %,73.00,1856.00,52708017.06,0.85 %,80.35,21807.21,2417.00,0.37 %,4.00,15513514.42,0.25 %,23.65,44579.06,348.00,0.05 %,273881983.59,4.43 %,417.49,4672.08,58621.00,8.94 %,133.00,209017991.92,3.38 %,318.62,11197.19,18667.00,2.85 %,30.00,1839.00,696380369.55,11.27 %,1061.52,1151.42,604800.00,92.19 %,14406.00,472328279.30,7.64 %,719.99,1056.44,447096.00,68.15 %,6048.00,202890623.02,3.28 %,309.28,364.76,556238.00,84.79 %,10698.00,202646629.62,3.28 %,308.90,428.93,472452.00,72.02 %,3993.00,84384012.21,1.37 %,128.63,505.88,166805.00,25.43 %,1272.00,110883074.78,1.79 %,169.02,21741.78,5100.00,0.78 %,948.00,8255827.55,0.13 %,12.58,489.15,16878.00,2.57 %,92.00,72731731.88,1.18 %,110.87,894.31,81327.00,12.40 %,312.00,349161787.50,5.65 %,532.24,864.54,403869.00,61.56 %,107231403.59
2016,,MD (Maryland),24,740532.00,651400.00,89132.00,12.04 %,76.00,58.17 %,41.83 %,70.50 %,21.00 %,2.28 %,6.21 %,11.58 %,5971138841.80,9166.62,26.84 %,2459.96,15073.05,16.32 %,255.00,1434.00,28572.00,18.38 %,366957.00,563.00,29.47 %,16.28 %,1492.13,3153.75,308195.00,47.31 %,2532.00,1.59 %,145.92,884.96,107410.00,16.49 %,288.00,572777832.56,9.59 %,879.30,15754.70,36356.00,5.58 %,76.00,1978.00,47502651.09,0.80 %,72.92,20716.38,2293.00,0.35 %,4.00,15515284.84,0.26 %,23.82,41707.75,372.00,0.06 %,262027687.93,4.39 %,402.25,4527.79,57871.00,8.88 %,131.00,188926283.47,3.16 %,290.03,10571.67,17871.00,2.74 %,29.00,1680.00,679832433.27,11.39 %,1043.65,1133.07,599988.00,92.11 %,14210.00,459798401.04,7.70 %,705.86,1044.52,440201.00,67.58 %,5896.00,193912214.81,3.25 %,297.69,351.96,550947.00,84.58 %,10736.00,190844039.06,3.20 %,292.98,409.39,466163.00,71.56 %,4112.00,92809610.65,1.55 %,142.48,543.67,170711.00,26.21 %,1370.00,108264510.60,1.81 %,166.20,21553.75,5023.00,0.77 %,934.00,7731121.32,0.13 %,11.87,479.36,16128.00,2.48 %,88.00,69387857.00,1.16 %,106.52,868.49,79895.00,12.27 %,303.00,308200358.80,5.16 %,473.14,779.08,395594.00,60.73 %,104168839.67
2015,,MD (Maryland),24,718704.00,642040.00,76664.00,10.67 %,76.00,58.24 %,41.76 %,71.24 %,20.77 %,2.20 %,5.79 %,11.50 %,5871726366.69,9145.42,27.27 %,2493.98,14832.68,16.81 %,266.00,1488.00,30364.00,19.06 %,371677.00,579.00,29.91 %,16.29 %,1490.19,3145.87,304133.00,47.37 %,2582.00,1.49 %,136.10,845.45,103355.00,16.10 %,279.00,589949346.81,10.05 %,918.87,15716.89,37536.00,5.85 %,80.00,2107.00,44502123.06,0.76 %,69.31,20191.53,2204.00,0.34 %,4.00,14770169.62,0.25 %,23.01,47799.90,309.00,0.05 %,249989443.42,4.26 %,389.37,4416.85,56599.00,8.82 %,130.00,167084725.43,2.85 %,260.24,9918.36,16846.00,2.62 %,27.00,1547.00,678145918.23,11.55 %,1056.24,1146.79,591342.00,92.10 %,14144.00,440950781.97,7.51 %,686.80,1038.80,424480.00,66.11 %,5577.00,187203748.00,3.19 %,291.58,344.64,543186.00,84.60 %,10858.00,184057018.60,3.13 %,286.68,398.62,461741.00,71.92 %,4201.00,110937529.15,1.89 %,172.79,660.26,168020.00,26.17 %,1408.00,108309449.08,1.84 %,168.70,22391.86,4837.00,0.75 %,924.00,6894492.22,0.12 %,10.74,442.10,15595.00,2.43 %,85.00,66881483.69,1.14 %,104.17,882.99,75745.00,11.80 %,309.00,281285692.03,4.79 %,438.11,713.44,394265.00,61.41 %,95386150.79
2018,,MA (Massachusetts),25,1009038.00,711830.00,297208.00,29.45 %,76.00,57.06 %,42.94 %,87.53 %,3.45 %,3.50 %,5.52 %,14.61 %,7082123493.28,9949.18,27.61 %,2747.39,15510.91,17.71 %,285.00,1496.00,34273.00,18.39 %,447494.00,629.00,31.52 %,20.19 %,2009.01,2545.77,561743.00,78.92 %,6672.00,0.64 %,64.01,888.71,51273.00,7.20 %,106.00,598102286.90,8.45 %,840.23,13248.47,45145.00,6.34 %,90.00,1774.00,165481340.52,2.34 %,232.47,22712.23,7286.00,1.02 %,12.00,51595108.71,0.73 %,72.48,31498.85,1638.00,0.23 %,485975779.04,6.86 %,682.71,5042.24,96381.00,13.54 %,231.00,266680177.44,3.77 %,374.64,12109.17,22023.00,3.09 %,32.00,2199.00,761571954.83,10.75 %,1069.88,1142.52,666574.00,93.64 %,14817.00,411583330.86,5.81 %,578.20,821.98,500723.00,70.34 %,5272.00,149553159.40,2.11 %,210.10,255.54,585245.00,82.22 %,8190.00,139247508.69,1.97 %,195.62,262.23,531021.00,74.60 %,4007.00,92129285.50,1.30 %,129.43,535.35,172091.00,24.18 %,1214.00,83456389.89,1.18 %,117.24,23709.20,3520.00,0.49 %,606.00,15077705.45,0.21 %,21.18,569.51,26475.00,3.72 %,169.00,133000270.69,1.88 %,186.84,1334.96,99629.00,14.00 %,576.00,189076265.44,2.67 %,265.62,440.31,429419.00,60.33 %,108276733.46
