Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
All Determinants - Senior,Tennessee,44,-0.436,-0.436,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Texas,43,-0.4,-0.4,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Utah,1,0.847,0.847,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Virginia,21,0.201,0.201,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Vermont,6,0.631,0.631,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Washington,3,0.801,0.801,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Wisconsin,14,0.429,0.429,,,America's Health Rankings composite measure,2020
All Determinants - Senior,West Virginia,46,-0.606,-0.606,,,America's Health Rankings composite measure,2020
All Determinants - Senior,Wyoming,23,0.158,0.158,,,America's Health Rankings composite measure,2020
All Determinants - Senior,United States,,,,,,America's Health Rankings composite measure,2020
All Determinants - Senior,District of Columbia,,,,,,America's Health Rankings composite measure,2020
Avoided Care Due to Cost - Ages 65+,Alabama,39,6,0.58,7.2,4.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Alaska,38,5.9,0.51,7.8,4.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Arizona,32,5,-0.14,6.3,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Arkansas,23,4.4,-0.58,5.4,3.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,California,30,4.9,-0.22,6,3.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Colorado,10,3.6,-1.16,4.4,2.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Connecticut,2,3.1,-1.52,3.9,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Delaware,3,3.2,-1.45,4.1,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Florida,34,5.2,0,6.7,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Georgia,46,7,1.3,8.2,5.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Hawaii,26,4.7,-0.36,5.9,3.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Idaho,10,3.6,-1.16,4.6,2.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Illinois,36,5.3,0.07,6.7,3.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Indiana,15,3.8,-1.01,4.7,3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Iowa,20,4.1,-0.8,4.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Kansas,8,3.5,-1.23,4.3,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Kentucky,41,6.3,0.8,8,4.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Louisiana,43,6.8,1.16,8.9,4.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Maine,6,3.4,-1.3,4.1,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Maryland,16,3.9,-0.94,4.6,3.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Massachusetts,5,3.3,-1.37,4.4,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Michigan,42,6.5,0.94,7.7,5.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Minnesota,23,4.4,-0.58,5.2,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Mississippi,40,6.1,0.65,7.6,4.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Missouri,26,4.7,-0.36,5.8,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Montana,8,3.5,-1.23,4.5,2.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Nebraska,13,3.7,-1.08,4.4,2.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Nevada,37,5.5,0.22,7.6,3.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,New Hampshire,3,3.2,-1.45,4.1,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,New Jersey,50,8.2,2,12.5,4,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,New Mexico,49,7.7,1.81,9.4,5.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,New York,44,6.9,1.23,8.1,5.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,North Carolina,46,7,1.3,9.3,4.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,North Dakota,1,2.8,-1.74,3.9,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Ohio,25,4.6,-0.43,5.5,3.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Oklahoma,18,4,-0.87,5.1,3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Oregon,18,4,-0.87,5.4,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Pennsylvania,22,4.2,-0.72,5.7,2.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Rhode Island,26,4.7,-0.36,5.9,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,South Carolina,32,5,-0.14,5.8,4.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,South Dakota,13,3.7,-1.08,5,2.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Tennessee,48,7.4,1.59,9.2,5.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Texas,29,4.8,-0.29,6.4,3.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Utah,20,4.1,-0.8,5,3.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Vermont,6,3.4,-1.3,4.4,2.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Virginia,34,5.2,0,6.3,4.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Washington,10,3.6,-1.16,4.4,2.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,West Virginia,44,6.9,1.23,8.3,5.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Wisconsin,16,3.9,-0.94,5.2,2.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,Wyoming,30,4.9,-0.22,6.2,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,District of Columbia,,3.1,,4.1,2,"CDC, Behavioral Risk Factor Surveillance System",2018
Avoided Care Due to Cost - Ages 65+,United States,,5.2,,5.5,4.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Alabama,,4.3,,6.3,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Alaska,,,,8.2,1.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Arizona,,4.2,,6.2,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Arkansas,,4.9,,7.1,2.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",California,,3.4,,5.1,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Colorado,,4.7,,6.6,2.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Connecticut,,3.6,,5.7,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Delaware,,,,4.6,1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Florida,,3.1,,4.4,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Georgia,,6.6,,9.3,4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Hawaii,,6.5,,9.5,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Idaho,,,,4,0.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Illinois,,6.1,,9,3.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Indiana,,3.1,,4.4,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Iowa,,4,,5.5,2.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Kansas,,1.5,,2.3,0.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Kentucky,,4.7,,7,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Louisiana,,,,6.7,1.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Maine,,3.4,,4.9,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Maryland,,4.2,,5.6,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Massachusetts,,4,,6.2,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Michigan,,5.9,,8,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Minnesota,,3.9,,5.5,2.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Mississippi,,,,7.3,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Missouri,,4.6,,7.4,1.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Montana,,3.5,,5.3,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Nebraska,,2.5,,3.7,1.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Nevada,,,,6.4,0.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",New Hampshire,,2.6,,4.1,1.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",New Jersey,,,,5.6,0.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",New Mexico,,,,9.6,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",New York,,4.7,,6.7,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",North Carolina,,,,9,1.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",North Dakota,,2.4,,3.8,1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Ohio,,4.4,,6.1,2.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Oklahoma,,,,3.2,0.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Oregon,,4.4,,7,1.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Pennsylvania,,,,6.1,0.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Rhode Island,,4.3,,6.6,2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",South Carolina,,2.4,,3.5,1.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",South Dakota,,,,4.6,0.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Tennessee,,7.9,,12.1,3.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Texas,,,,10.3,0.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Utah,,3.1,,4.6,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Vermont,,,,6.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Virginia,,4.1,,6.1,2.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Washington,,4.9,,6.9,2.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",West Virginia,,6,,8.5,3.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Wisconsin,,,,5.4,0.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",Wyoming,,3.3,,5.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",District of Columbia,,,,2.9,0,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $25-$49,999",United States,,4.3,,4.8,3.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Alabama,,,,3.8,0,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Alaska,,,,2.8,0,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Arizona,,,,5.2,0.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Arkansas,,,,2.5,0,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",California,,,,6,0.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Colorado,,,,1.5,0,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Connecticut,,,,3.2,0.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Delaware,,,,3.1,0.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Avoided Care Due to Cost - Ages 65+ - $50-$74,999",Florida,,,,3.3,0,"CDC, Behavioral Risk Factor Surveillance System",2018
