Year,National,State,State-FIPS-Code,Beneficiaries-with-Part-A-and-Part-B,FFS-Beneficiaries,MA-Beneficiaries,MA-Participation-Rate,Average-Age,Percent-Female,Percent-Male,Percent-Non-Hispanic-White,Percent-African-American,Percent-Hispanic,Percent-Other-Unknown,Percent-Eligible-for-Medicaid,Total-Standardized-Costs,Standardized-Per-Capita-Costs,IP-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,IP-Per-Capita-Standardized-Costs,IP-Per-User-Standardized-Costs,Percent-of-Beneficiaries-Using-IP,IP-Covered-Stays-Per-1000-Beneficiaries,IP-Covered-Days-Per-1000-Beneficiaries,Number-of-Acute-Hospital- Readmissions,Hospital-Readmission-Rate,Emergency-Department-Visits,Emergency-Department-Visits-per-1000-Beneficiaries,Perecnt-of-Beneficiaries-with-an-ED-Visit,OP-Standardized-Costs-as-of-Total-Standardized-Costs,OP-Per-Capita-Standardized-Costs,OP-Per-User-Standardized-Costs,Number-OP-Users,Percent-of-Beneficiaries-Using-OP,OP-Visits-Per-1000-Beneficiaries,ASC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,ASC-Per-Capita-Standardized-Costs,ASC-Per-User-Standardized-Costs,Number-ASC-Users,Percent-of-Beneficiaries-Using-ASC,ASC-Events-Per-1000-Beneficiaries,PAC-SNF-Standardized-Costs,PAC-SNF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-SNF-Per-Capita-Standardized-Costs,PAC-SNF-Per-User-Standardized-Costs,Number-PAC-SNF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-SNF,PAC-SNF-Covered-Stays-Per-1000-Beneficiaries,PAC-SNF-Covered-Days-Per-1000-Beneficiaries,PAC-IRF-Standardized-Costs,PAC-IRF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-IRF-Per-Capita-Standardized-Costs,PAC-IRF-Per-User-Standardized-Costs,Number-PAC-IRF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-IRF,PAC-IRF-Covered-Stays-Per-1000-Beneficiaries,PAC-LTCH-Standardized-Costs,PAC-LTCH-Standardized-Costs-as-Perent-of-Total-Standardized-Costs,PAC-LTCH-Per-Capita-Standardized-Costs,PAC-LTCH-Per-User-Standardized-Costs,Number-PAC-LTCH-Users-with-covered-stay,Percent-of-Beneficiaries-Using-PAC-LTCH,PAC-HH-Standardized-Costs,PAC-HH-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-HH-Per-Capita-Standardized-Costs,PAC-HH-Per-User-Standardized-Costs,Number-PAC-HH-Users,Percent-of-Beneficiaries-Using-PAC-HH,PAC-HH-Episodes-Per-1000-Beneficiaries,Hospice-Standardized-Costs,Hospice-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Hospice-Per-Capita-Standardized-Costs,Hospice-Per-User-Standardized-Costs,Number-Hospice-Users-with-covered-stay,Percent-of-Beneficiaries-Using-Hospice,Hospice-Covered-Stays-Per-1000-Beneficiaries,Hospice-Covered-Days-Per-1000-Beneficiaries,EM-Standardized-Costs,EM-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,EM-Per-Capita-Standardized-Costs,EM-Per-User-Standardized-Costs,Number-EM-Users,Percent-of-Beneficiaries-Using-EM,EM-Events-Per-1000-Beneficiaries,Procedures-Standardized-Costs,Procedures-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Procedures-Per-Capita-Standardized-Costs,Procedure- Per-User-Standardized-Costs,Number-Procedure-Users,Percent-of-Beneficiaries-Using-Procedures,Procedure-Events-Per-1000-Beneficiaries,Tests-Standardized-Costs,Tests-Standardized-Costs as-Percent-of-Total-Standardized-Costs,Tests-Per-Capita-Standardized-Costs,Tests-Per-User-Standardized-Costs,Number-Test-Users,Number-of-Beneficiaries-Using-Tests,Test-Events-Per-1000-Beneficiaries,Imaging-Standardized-Costs,Imaging-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Imaging-Per-Capita-Standardized-Costs,Imaging-Per-User-Standardized-Costs,Number-Imaging-Users,Percent-of-Beneficiaries-Using-Imaging,Imaging-Events-Per-1000-Beneficiaries,DME-Standardized-Costs,DME-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,DME-Per-Capita-Standardized-Costs,DME-Per-User-Standardized-Costs,Number-DME-Users,Percent-of-Beneficiaries-Using-DME,DME-Events-Per-1000-Beneficiaries,Outpatient-Dialysis-Facility-Standardized-Costs,Outpatient-Dialysis-Facility-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Outpatient-Dialysis-Facility-Per-Capita-Standardized-Costs,Outpatient-Dialysis-Facility-Per-User-Standardized-Costs,Number-Outpatient-Dialysis-Facility-Users,Percent-of-Beneficiaries-Using-Outpatient-Dialysis-Facility,Outpatient-Dialysis-Facility-Events-Per-1000-Beneficiaries,FQHC-RHC-Standardized-Costs,FQHC-RHC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,FQHC-RHC-Per-Capita-Standardized-Costs,FQHC-RHC-Per-User-Standardized-Costs,Number-FQHC-RHC-Users,Percent-of-Beneficiaries-Using-FQHC-RHC,FQHC-RHC-Visits-Per-1000-Beneficiaries,Ambulance-Standardized-Costs,Ambulance-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Ambulance-Per-Capita-Standardized-Costs,Ambulance-Per-User-Standardized-Costs,Number-Ambulance-Users,Percent-of-Beneficiaries-Using-Ambulance,Ambulance-Events-Per-1000-Beneficiaries,Part-B-Drugs-Standardized-Costs,Part-B-Drugs-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Part-B-Drugs-Per-Capita-Standardized-Costs,Part-B-Drugs-Per-User-Standardized-Costs,Number-Part-B-Drugs-Users,Percent-of-Beneficiaries-Using-Part-B-Drugs,Other-Services-Standardized-Costs
2018,,LA (Louisiana),22,656883,394406,262477,39.96,75,56.83,43.17,74.76,20.71,1.94,2.6,19.37,4576619307,11603.83,24.66,2861.69,15976.41,17.91,285,1509,17799,17.41,267775,679,32.67,16.94,1965.13,2712.59,285726,72.44,5156,1.11,129.3,1067.57,47769,12.11,204,402349431.8,8.79,1020.14,22207.17,18118,4.59,65,2116,158583425,3.47,402.08,21786.43,7279,1.85,20,168361754.5,3.68,426.87,33352.17,5048,1.28,353020395.1,7.71,895.07,7065.64,49963,12.67,320,215541962.1,4.71,546.5,14285.65,15088,3.83,40,3300,392202852.2,8.57,994.41,1084.46,361658,91.7,14031,272997915.6,5.97,692.17,1007.37,271001,68.71,5665,98733635.53,2.16,250.34,311.83,316628,80.28,8247,106190242.3,2.32,269.24,361.03,294128,74.57,4442,78948422.26,1.73,200.17,706.65,111722,28.33,1672,88997430.79,1.94,225.65,24170.95,3682,0.93,1166,23590030.76,0.52,59.81,576.03,40953,10.38,456,51312724.05,1.12,130.1,1139.88,45016,11.41,340,125958901,2.75,319.36,551.23,228506,57.94,85105052.41
2017,,LA (Louisiana),22,638336,396919,241417,37.82,75,56.92,43.08,74.52,21.09,1.93,2.46,19.87,4460708619,11238.33,25.28,2841.14,15436.33,18.41,292,1536,17891,17.04,275019,693,33.19,15.89,1785.69,2467.7,287221,72.36,5002,1.06,119.61,1016.93,46687,11.76,198,390610442.9,8.76,984.11,21386.91,18264,4.6,66,2102,154546232.3,3.46,389.36,22065.42,7004,1.76,20,191987543.1,4.3,483.69,32964.89,5824,1.47,377713078.4,8.47,951.61,7299.93,51742,13.04,344,209197911,4.69,527.05,13880.82,15071,3.8,40,3218,387436777.4,8.69,976.11,1063.57,364279,91.78,13969,261300521.6,5.86,658.32,965.66,270593,68.17,5393,88648440.66,1.99,223.34,278.3,318534,80.25,8253,99695900.86,2.23,251.17,337.54,295356,74.41,4412,69618447.05,1.56,175.4,632.88,110002,27.71,1615,81143759.42,1.82,204.43,22079.93,3675,0.93,1134,21614871.34,0.48,54.46,556.94,38810,9.78,433,51841761.44,1.16,130.61,1133.13,45751,11.53,351,113091336.1,2.54,284.92,495.55,228215,57.5,78307097.1
2016,,LA (Louisiana),22,619859,397409,222450,35.89,75,57.18,42.82,74.6,21.17,1.93,2.3,20.16,4439483619,11171.07,25.45,2842.77,15379.88,18.48,295,1578,18315,17.29,271663,684,32.84,14.88,1662.16,2322.62,284402,71.56,4936,1,112.12,971.01,45888,11.55,194,383117907.5,8.63,964.04,20576.72,18619,4.69,67,2154,148656518.5,3.35,374.06,21191.24,7015,1.77,20,220388125.9,4.96,554.56,36301.78,6071,1.53,402127670.1,9.06,1011.87,7483.67,53734,13.52,371,207735870.8,4.68,522.73,14002.15,14836,3.73,39,3213,384172662.3,8.65,966.69,1053.84,364547,91.73,13891,256206703.1,5.77,644.69,959.76,266950,67.17,5123,86124603.28,1.94,216.72,270.8,318035,80.03,8259,96690070.29,2.18,243.3,329.43,293509,73.86,4556,76543027.1,1.72,192.61,678.4,112829,28.39,1709,78455629.99,1.77,197.42,22320.24,3515,0.88,1091,20463454.18,0.46,51.49,532.56,38425,9.67,426,51422967.3,1.16,129.4,1130.39,45492,11.45,350,118210284.7,2.66,297.45,528.86,223518,56.24,74309675.37
2015,,LA (Louisiana),22,600845,391286,209559,34.88,75,57.44,42.56,74.68,21.3,1.9,2.12,20.69,4336239346,11082.02,24.86,2754.99,14781.77,18.64,298,1627,18057,17.12,267364,683,32.86,14.43,1599.2,2253.89,277628,70.95,4810,0.91,100.53,890.06,44196,11.3,190,378056545.3,8.72,966.19,19644.4,19245,4.92,71,2239,140642790.6,3.24,359.44,20792.84,6764,1.73,19,236899265.1,5.46,605.44,40929.38,5788,1.48,413431496.5,9.53,1056.6,7576.17,54570,13.95,387,196491894,4.53,502.17,13626.34,14420,3.69,39,3055,380214320.9,8.77,971.7,1060.39,358560,91.64,13783,245364387.6,5.66,627.07,960.06,255573,65.32,4800,88234708.9,2.03,225.5,281.25,313723,80.18,8551,92302614.16,2.13,235.9,319.33,289053,73.87,4618,87140620.16,2.01,222.7,780.97,111580,28.52,1731,76647090.26,1.77,195.89,22287.61,3439,0.88,1056,20101768.87,0.46,51.37,529.4,37971,9.7,432,54725154.21,1.26,139.86,1180.51,46357,11.85,377,112067522.4,2.58,286.41,518.08,216312,55.28,70848987.41
2018,,ME (Maine),23,260026,160337,99689,38.34,76,56.14,43.86,96.08,0.29,0.44,3.2,22.1,1412182132,8807.59,25.23,2222.31,14413.01,15.42,227,1118,5157,15.31,108815,679,33.29,26.24,2310.71,2828.46,130986,81.69,8941,0.64,56.02,939.12,9564,5.96,91,114924025.4,8.14,716.77,14527.12,7911,4.93,65,1362,33692469.36,2.39,210.14,22506.66,1497,0.93,10,974632.87,0.07,6.08,42375.34,23,0.01,74186596.49,5.25,462.69,4717.15,15727,9.81,153,66042703.35,4.68,411.9,11437.95,5774,3.6,37,2362,106437439.6,7.54,663.84,781.3,136230,84.97,9833,75635269.6,5.36,471.73,808.41,93560,58.35,4140,22045649.54,1.56,137.5,202.6,108810,67.86,5298,18777395.12,1.33,117.11,178.2,105370,65.72,2919,21135405.99,1.5,131.82,554.66,38105,23.77,1352,14131525.47,1,88.14,23750.46,595,0.37,481,30750502.15,2.18,191.79,820.36,37484,23.38,1261,20374177.6,1.44,127.07,1012.33,20126,12.55,332,58596805.45,4.15,365.46,956.35,61271,38.21,18685771.35
2017,,ME (Maine),23,251825,164253,87572,34.77,76,56.48,43.52,96.32,0.27,0.43,2.98,23.44,1410430845,8586.94,26.54,2278.76,14239.79,16,238,1154,5699,15.71,113860,693,33.71,24.77,2126.83,2592.15,134767,82.05,9041,0.64,55.28,946.44,9594,5.84,94,124432422.3,8.82,757.57,14106.39,8821,5.37,71,1471,32485718.83,2.3,197.78,21108.33,1539,0.94,10,1158786.6,0.08,7.05,36212.08,32,0.02,75015462.97,5.32,456.71,4626.02,16216,9.87,150,61950160.06,4.39,377.16,10845.62,5712,3.48,36,2175,108042398.9,7.66,657.78,771.11,140111,85.3,9879,76655040.91,5.43,466.69,799.28,95905,58.39,4099,21146628.44,1.5,128.74,189.42,111639,67.97,5353,18609827.19,1.32,113.3,171.65,108417,66.01,2948,19723074.67,1.4,120.08,493.85,39937,24.31,1430,13589387.04,0.96,82.73,22762.79,597,0.36,468,30273235.13,2.15,184.31,814.39,37173,22.63,1256,21704818.42,1.54,132.14,1017.27,21336,12.99,350,55369941.68,3.93,337.1,900.85,61464,37.42,17562659.57
2016,,ME (Maine),23,243886,167485,76401,31.33,76,56.63,43.37,96.61,0.27,0.4,2.72,24.14,1408121366,8407.45,26.5,2227.64,13889.34,16.04,238,1162,5714,15.5,114499,684,33.29,24.04,2021.48,2460.46,137602,82.16,9031,0.59,49.85,899.45,9283,5.54,85,131501295.4,9.34,785.15,14135.36,9303,5.55,74,1559,33080572.32,2.35,197.51,21260.01,1556,0.93,10,1229021.83,0.09,7.34,38406.93,32,0.02,74465846.03,5.29,444.61,4577.16,16269,9.71,152,59312007.91,4.21,354.13,10635.11,5577,3.33,34,2054,110536460.1,7.85,659.98,756.17,146180,87.28,12046,78042313.37,5.54,465.97,796.47,97985,58.5,3977,21469616.47,1.52,128.19,187.51,114497,68.36,5454,18962833.15,1.35,113.22,171.55,110536,66,3120,24586548.85,1.75,146.8,579.28,42443,25.34,1531,13504579.12,0.96,80.63,22545.21,599,0.36,463,29935128.61,2.13,178.73,813.26,36809,21.98,1238,22208053.7,1.58,132.6,1153.28,19257,11.5,364,49297479.81,3.5,294.34,801.08,61539,36.74,19977326.9
2015,,ME (Maine),23,236935,168831,68104,28.74,76,56.81,43.19,96.97,0.26,0.38,2.4,25.42,1397030948,8274.73,26.53,2195.16,13261.18,16.55,247,1219,6145,15.97,116495,690,33.68,22.95,1899.18,2317.43,138359,81.95,8826,0.61,50.25,910.88,9313,5.52,93,140278145.7,10.04,830.88,13910.96,10084,5.97,79,1694,32072194.97,2.3,189.97,20519.64,1563,0.93,10,1190738.57,0.09,7.05,34021.1,35,0.02,73500683,5.26,435.35,4418.7,16634,9.85,151,53178882.39,3.81,314.98,9543.95,5572,3.3,34,1873,114230206,8.18,676.59,773.95,147594,87.42,12038,77110086.51,5.52,456.73,800.38,96342,57.06,3756,21345967.71,1.53,126.43,184.72,115559,68.45,5441,19043489.59,1.36,112.8,168.36,113108,67,3219,30178591.48,2.16,178.75,693.84,43495,25.76,1586,13114581.09,0.94,77.68,22847.7,574,0.34,428,28084037.6,2.01,166.34,765.98,36664,21.72,1231,24863835.13,1.78,147.27,1228.15,20245,11.99,391,49517522.91,3.54,293.3,778.58,63600,37.67,19588825.75
2018,,MD (Maryland),24,783166,666361,116805,14.91,75,58.08,41.92,69.22,21.29,2.52,6.97,11.9,6458007437,9691.45,25.55,2476.51,16135.72,15.35,239,1358,27620,18.34,379461,569,29.38,16.91,1638.5,3521.33,310063,46.53,2467,1.72,166.37,982.36,112851,16.94,300,551300443.5,8.54,827.33,15994.09,34469,5.17,70,1786,55896064.21,0.87,83.88,22421.21,2493,0.37,4,14644835.48,0.23,21.98,45061.03,325,0.05,283573971.8,4.39,425.56,4773.09,59411,8.92,133,220983622.7,3.42,331.63,11558.93,19118,2.87,30,1901,722792282.6,11.19,1084.69,1177.53,613819,92.12,14534,500179779.5,7.75,750.61,1092.95,457640,68.68,6273,217932639.1,3.37,327.05,385.08,565941,84.93,10660,212745337.1,3.29,319.26,441.31,482077,72.34,4031,100643357.6,1.56,151.03,579.61,173639,26.06,1310,122758892.4,1.9,184.22,23671.21,5186,0.78,958,8857841.33,0.14,13.29,496.35,17846,2.68,95,74944854.49,1.16,112.47,917.4,81693,12.26,318,400921435.5,6.21,601.66,959.16,417994,62.73,116888928.6
2017,,MD (Maryland),24,761765,656019,105746,13.88,76,58.09,41.91,69.81,21.13,2.43,6.64,11.88,6179545914,9419.77,26.65,2510.1,15711.61,15.98,248,1384,27781,18.15,374009,570,29.49,16.46,1550.15,3282.6,309793,47.22,2526,1.64,154.93,927.43,109591,16.71,297,556295350.4,9,847.99,15710.12,35410,5.4,73,1856,52708017.06,0.85,80.35,21807.21,2417,0.37,4,15513514.42,0.25,23.65,44579.06,348,0.05,273881983.6,4.43,417.49,4672.08,58621,8.94,133,209017991.9,3.38,318.62,11197.19,18667,2.85,30,1839,696380369.6,11.27,1061.52,1151.42,604800,92.19,14406,472328279.3,7.64,719.99,1056.44,447096,68.15,6048,202890623,3.28,309.28,364.76,556238,84.79,10698,202646629.6,3.28,308.9,428.93,472452,72.02,3993,84384012.21,1.37,128.63,505.88,166805,25.43,1272,110883074.8,1.79,169.02,21741.78,5100,0.78,948,8255827.55,0.13,12.58,489.15,16878,2.57,92,72731731.88,1.18,110.87,894.31,81327,12.4,312,349161787.5,5.65,532.24,864.54,403869,61.56,107231403.6
2016,,MD (Maryland),24,740532,651400,89132,12.04,76,58.17,41.83,70.5,21,2.28,6.21,11.58,5971138842,9166.62,26.84,2459.96,15073.05,16.32,255,1434,28572,18.38,366957,563,29.47,16.28,1492.13,3153.75,308195,47.31,2532,1.59,145.92,884.96,107410,16.49,288,572777832.6,9.59,879.3,15754.7,36356,5.58,76,1978,47502651.09,0.8,72.92,20716.38,2293,0.35,4,15515284.84,0.26,23.82,41707.75,372,0.06,262027687.9,4.39,402.25,4527.79,57871,8.88,131,188926283.5,3.16,290.03,10571.67,17871,2.74,29,1680,679832433.3,11.39,1043.65,1133.07,599988,92.11,14210,459798401,7.7,705.86,1044.52,440201,67.58,5896,193912214.8,3.25,297.69,351.96,550947,84.58,10736,190844039.1,3.2,292.98,409.39,466163,71.56,4112,92809610.65,1.55,142.48,543.67,170711,26.21,1370,108264510.6,1.81,166.2,21553.75,5023,0.77,934,7731121.32,0.13,11.87,479.36,16128,2.48,88,69387857,1.16,106.52,868.49,79895,12.27,303,308200358.8,5.16,473.14,779.08,395594,60.73,104168839.7
2015,,MD (Maryland),24,718704,642040,76664,10.67,76,58.24,41.76,71.24,20.77,2.2,5.79,11.5,5871726367,9145.42,27.27,2493.98,14832.68,16.81,266,1488,30364,19.06,371677,579,29.91,16.29,1490.19,3145.87,304133,47.37,2582,1.49,136.1,845.45,103355,16.1,279,589949346.8,10.05,918.87,15716.89,37536,5.85,80,2107,44502123.06,0.76,69.31,20191.53,2204,0.34,4,14770169.62,0.25,23.01,47799.9,309,0.05,249989443.4,4.26,389.37,4416.85,56599,8.82,130,167084725.4,2.85,260.24,9918.36,16846,2.62,27,1547,678145918.2,11.55,1056.24,1146.79,591342,92.1,14144,440950782,7.51,686.8,1038.8,424480,66.11,5577,187203748,3.19,291.58,344.64,543186,84.6,10858,184057018.6,3.13,286.68,398.62,461741,71.92,4201,110937529.2,1.89,172.79,660.26,168020,26.17,1408,108309449.1,1.84,168.7,22391.86,4837,0.75,924,6894492.22,0.12,10.74,442.1,15595,2.43,85,66881483.69,1.14,104.17,882.99,75745,11.8,309,281285692,4.79,438.11,713.44,394265,61.41,95386150.79
2018,,MA (Massachusetts),25,1009038,711830,297208,29.45,76,57.06,42.94,87.53,3.45,3.5,5.52,14.61,7082123493,9949.18,27.61,2747.39,15510.91,17.71,285,1496,34273,18.39,447494,629,31.52,20.19,2009.01,2545.77,561743,78.92,6672,0.64,64.01,888.71,51273,7.2,106,598102286.9,8.45,840.23,13248.47,45145,6.34,90,1774,165481340.5,2.34,232.47,22712.23,7286,1.02,12,51595108.71,0.73,72.48,31498.85,1638,0.23,485975779,6.86,682.71,5042.24,96381,13.54,231,266680177.4,3.77,374.64,12109.17,22023,3.09,32,2199,761571954.8,10.75,1069.88,1142.52,666574,93.64,14817,411583330.9,5.81,578.2,821.98,500723,70.34,5272,149553159.4,2.11,210.1,255.54,585245,82.22,8190,139247508.7,1.97,195.62,262.23,531021,74.6,4007,92129285.5,1.3,129.43,535.35,172091,24.18,1214,83456389.89,1.18,117.24,23709.2,3520,0.49,606,15077705.45,0.21,21.18,569.51,26475,3.72,169,133000270.7,1.88,186.84,1334.96,99629,14,576,189076265.4,2.67,265.62,440.31,429419,60.33,108276733.5
2017,,MA (Massachusetts),25,982620,703920,278700,28.36,76,57.27,42.73,87.78,3.5,3.48,5.24,15.3,6723815608,9551.96,27.98,2672.94,14886.41,17.96,288,1488,33982,18.29,442355,628,31.61,18.67,1783.72,2260.75,555389,78.9,6687,0.64,61.06,850.9,50511,7.18,105,612212794.9,9.11,869.72,13182.59,46441,6.6,94,1877,159798951.1,2.38,227.01,21845.38,7315,1.04,12,57603173.35,0.86,81.83,28403.93,2028,0.29,471881232.4,7.02,670.36,4947.9,95370,13.55,230,251517688.9,3.74,357.31,11627.65,21631,3.07,32,2119,738852811.2,10.99,1049.63,1120.04,659664,93.71,14737,397044206.1,5.91,564.05,803.77,493977,70.18,5186,140380266,2.09,199.43,243.34,576895,81.95,8253,133711224.4,1.99,189.95,255.37,523589,74.38,3942,80654126.81,1.2,114.58,481.5,167505,23.8,1191,77770036.32,1.16,110.48,22037.41,3529,0.5,617,14304247.96,0.21,20.32,564.72,25330,3.6,165,130654022.8,1.94,185.61,1297.26,100716,14.31,583,173723859.2,2.58,246.79,423.34,410363,58.3,103593885.5
2016,,MA (Massachusetts),25,954189,698978,255211,26.75,76,57.46,42.54,88.12,3.51,3.41,4.95,15.74,6552511819,9374.42,27.74,2600.08,14634.7,17.77,285,1470,33057,18.15,433237,620,31.39,17.72,1661.03,2124.5,546491,78.18,6517,0.64,60.07,823.49,50991,7.3,107,633961154.1,9.68,906.98,13380.64,47379,6.78,97,2011,153461705,2.34,219.55,21299.33,7205,1.03,12,68425468.76,1.04,97.89,31707.82,2158,0.31,468835136.3,7.16,670.74,4940.72,94892,13.58,232,235880325.1,3.6,337.46,11357.33,20769,2.97,31,2034,724873599.1,11.06,1037.05,1106.73,654965,93.7,14693,389959719.3,5.95,557.9,800.27,487284,69.71,5049,138576963.7,2.11,198.26,242.38,571741,81.8,8433,128439949.1,1.96,183.75,248.57,516721,73.93,4091,85168002.32,1.3,121.85,499.28,170582,24.4,1276,76549436.13,1.17,109.52,22343.68,3426,0.49,613,13360196.21,0.2,19.11,552.35,24188,3.46,160,131900299.6,2.01,188.7,1308.72,100786,14.42,601,172970785.8,2.64,247.46,428.76,403420,57.72,109739522.7
2015,,MA (Massachusetts),25,930266,690023,240243,25.83,76,57.67,42.33,88.61,3.49,3.32,4.57,16.35,6453352804,9352.37,27.49,2570.74,14124.2,18.2,292,1532,33284,18.08,431213,625,31.75,16.76,1567.92,2012.58,537569,77.91,6394,0.61,57.42,802.09,49399,7.16,105,700465754.7,10.85,1015.13,13843.74,50598,7.33,104,2313,147605267.9,2.29,213.91,20294.96,7273,1.05,12,84241937.99,1.31,122.09,32588.76,2585,0.37,461753685.5,7.16,669.19,4836.54,95472,13.84,235,209943561.3,3.25,304.26,10484.07,20025,2.9,30,1866,728279780.9,11.29,1055.44,1127.04,646186,93.65,14615,375097700.9,5.81,543.6,804.02,466529,67.61,4703,131904932.9,2.04,191.16,234.67,562088,81.46,8529,126046468.6,1.95,182.67,246.42,511516,74.13,4207,98463536.67,1.53,142.7,578.98,170064,24.65,1312,75602846.93,1.17,109.57,22035.22,3431,0.5,598,10768327.63,0.17,15.61,500.9,21498,3.12,147,133854294.7,2.07,193.99,1300.54,102922,14.92,627,168983670.1,2.62,244.9,416.39,405835,58.81,104944859.2
2018,,MI (Michigan),26,1639941,890107,749834,45.72,75,56.85,43.15,85.29,8.73,1.62,4.37,13.13,9012640358,10125.34,28.79,2914.77,16042.09,18.17,289,1442,43602,17.77,579607,651,32.37,18.36,1858.78,2435.81,679244,76.31,5848,0.84,84.78,1032.13,73113,8.21,132,728684978.9,8.09,818.65,14770.74,49333,5.54,77,1726,156233330,1.73,175.52,22126.23,7061,0.79,9,90237659.51,1,101.38,44716.38,2018,0.23,484388894,5.37,544.19,4936.4,98126,11.02,181,375279318.8,4.16,421.61,11681.48,32126,3.61,38,2508,902427852.4,10.01,1013.84,1117.54,807509,90.72,13869,583102122.8,6.47,655.09,981.53,594073,66.74,5408,191053591.9,2.12,214.64,282.8,675571,75.9,6264,168166608.9,1.87,188.93,263.44,638345,71.72,3955,161464991.7,1.79,181.4,624.03,258747,29.07,1720,145450326.7,1.61,163.41,23410.64,6213,0.7,877,62341387.3,0.69,70.04,561.27,111072,12.48,485,109831364.7,1.22,123.39,1048.38,104763,11.77,355,361622857.3,4.01,406.27,753.03,480221,53.95,167927951.1
2017,,MI (Michigan),26,1598560,932874,665686,41.64,75,56.44,43.56,84.64,9.78,1.64,3.95,12.44,9323224119,9994.09,29.84,2982.56,15583.48,19.14,306,1522,48003,17.75,620875,666,32.97,16.87,1685.67,2226.87,706156,75.7,5683,0.82,82.33,1001.44,76694,8.22,134,813571442.9,8.73,872.11,14881.22,54671,5.86,82,1899,164010392.6,1.76,175.81,21703.11,7557,0.81,9,103731805.1,1.11,111.2,44963.94,2307,0.25,544320576.5,5.84,583.49,5043.13,107933,11.57,194,386731020.6,4.15,414.56,11438.36,33810,3.62,38,2482,944939896.8,10.14,1012.93,1114.01,848230,90.93,13962,595172867.6,6.38,638,957.33,621699,66.64,5293,180716481.7,1.94,193.72,254.77,709329,76.04,6374,174979255.1,1.88,187.57,260.77,671009,71.93,4034,149270837.8,1.6,160.01,545.32,273733,29.34,1717,146396838.1,1.57,156.93,22114.33,6620,0.71,881,60896132.18,0.65,65.28,539.69,112836,12.1,464,117835433.2,1.26,126.31,1047.74,112467,12.06,371,342595758.5,3.67,367.25,683.3,501382,53.75,166382769.7
2016,,MI (Michigan),26,1556404,934939,621465,39.93,76,56.6,43.4,85.12,9.72,1.59,3.58,11.99,9272939585,9918.23,29.69,2944.92,15245.06,19.32,309,1536,48300,17.73,617251,660,32.99,16.05,1591.53,2103.41,707414,75.66,5636,0.79,78.4,946.03,77482,8.29,132,861683778.3,9.29,921.65,15214.42,56636,6.06,84,2065,150641106.3,1.62,161.12,20829.8,7232,0.77,8,102341388.3,1.1,109.46,41806.12,2448,0.26,570966658.6,6.16,610.7,5108.64,111765,11.95,204,374479259.8,4.04,400.54,11050.5,33888,3.62,38,2428,956316848.3,10.31,1022.87,1114.83,857815,91.75,15803,599376719.2,6.46,641.09,958.62,625251,66.88,5237,177710023.1,1.92,190.08,248.8,714270,76.4,6536,176787943.7,1.91,189.09,262.16,674363,72.13,4219,166162349.3,1.79,177.73,587.9,282636,30.23,1804,144126654.8,1.55,154.16,22135.87,6511,0.7,867,56188692.74,0.61,60.1,505.23,111214,11.9,446,118341739.5,1.28,126.58,1135.46,104223,11.15,372,335199533.4,3.61,358.53,670.6,499850,53.46,168017355.8
2015,,MI (Michigan),26,1518621,927582,591039,38.92,76,56.72,43.28,85.6,9.6,1.54,3.26,11.63,9262334194,9985.46,29.41,2936.4,14872.45,19.74,318,1601,49869,18.06,613219,661,33.12,15.33,1531.14,2029.5,699806,75.44,5537,0.74,74.04,919.63,74679,8.05,128,914645288.7,9.87,986.05,15796.16,57903,6.24,86,2271,150185992,1.62,161.91,20455.73,7342,0.79,9,122167561.4,1.32,131.71,42745.82,2858,0.31,585367734.6,6.32,631.07,5163.57,113365,12.22,211,361634494.3,3.9,389.87,10629.43,34022,3.67,38,2394,971274586.4,10.49,1047.1,1140.18,851862,91.84,15830,582272787.9,6.29,627.73,957.81,607921,65.54,4987,179602230.4,1.94,193.62,253.9,707361,76.26,6775,179017822,1.93,192.99,265.45,674402,72.71,4333,198527158,2.14,214.03,701.18,283132,30.52,1841,141426809.5,1.53,152.47,22307.07,6340,0.68,836,49764962.82,0.54,53.65,474.89,104792,11.3,427,124878455.8,1.35,134.63,1186.55,105245,11.35,384,323024865.2,3.49,348.24,645.11,500727,53.98,165855061
